player_id,player_name,age,password,position,team_id,team_name,season_year,games,minutes,goals,assists,pre_assists,clearances,chances_created,shots,shots_on_target,pass_accuracy,yellow_cards,red_cards,injured,score
P7,Alberto Anderson Torres,21,16525543,DC,T63,Chelsea,2020,27,1410,4,3,2,3,16,32,15,65.0,3,0,6,6.07
P7,Alberto Anderson Torres,22,16525543,DC,T74,Napoli,2021,31,2529,7,7,9,18,27,59,29,77.2,4,0,7,7.88
P7,Alberto Anderson Torres,23,16525543,DC,T53,Benfica,2022,24,1635,6,3,10,5,26,43,11,66.9,1,0,13,5.95
P7,Alberto Anderson Torres,24,16525543,DC,T46,Sporting Club,2023,49,4224,17,8,15,15,59,127,55,68.5,1,0,0,7.12
P7,Alberto Anderson Torres,25,16525543,DC,T7,Milan,2024,50,4016,18,9,12,17,52,109,51,65.0,1,0,0,8.37
P7,Alberto Anderson Torres,26,16525543,DC,T7,Milan,2025,50,3182,12,8,9,11,47,72,31,73.1,4,0,0,5.49
P8,Ángel Mendoza,29,26795985,LW,T25,Dortmund,2025,47,2235,4,7,7,12,33,43,19,76.3,1,0,1,7.68
P9,Cristobal Tamayo Rivera,19,86560071,LI,T10,Napoli,2017,23,1857,1,2,7,69,20,7,1,70.9,3,0,2,7.22
P9,Cristobal Tamayo Rivera,20,86560071,LI,T10,Napoli,2018,17,1012,1,2,1,32,6,2,0,85.1,0,0,6,7.75
P9,Cristobal Tamayo Rivera,21,86560071,LI,T2,Atletico de Madrid,2019,24,1293,0,1,7,40,15,4,2,84.3,1,0,7,9.84
P9,Cristobal Tamayo Rivera,22,86560071,LI,T2,Atletico de Madrid,2020,26,1892,0,3,2,58,11,5,4,81.1,3,0,9,9.24
P9,Cristobal Tamayo Rivera,23,86560071,LI,T62,Benfica,2021,45,3395,1,6,3,101,20,9,4,86.6,2,0,2,6.07
P9,Cristobal Tamayo Rivera,24,86560071,LI,T22,Real Madrid,2022,46,2656,1,3,2,85,22,8,2,79.6,1,1,2,6.89
P9,Cristobal Tamayo Rivera,25,86560071,LI,T22,Real Madrid,2023,50,4171,5,5,7,131,26,10,4,77.2,4,1,0,6.33
P9,Cristobal Tamayo Rivera,26,86560071,LI,T22,Real Madrid,2024,50,4467,1,5,11,150,48,20,9,75.5,5,0,0,7.28
P9,Cristobal Tamayo Rivera,27,86560071,LI,T72,Milan,2025,49,3578,1,4,8,137,31,22,6,78.0,6,0,0,8.31
P10,Eduardo Carvajal Bedoya,17,96440958,MCO,T25,Bayern Múnich,2017,6,183,0,0,2,1,5,4,2,83.6,0,0,0,7.9
P10,Eduardo Carvajal Bedoya,18,96440958,MCO,T25,Bayern Múnich,2018,11,280,1,0,0,5,4,6,2,80.1,0,0,0,8.74
P10,Eduardo Carvajal Bedoya,19,96440958,MCO,T62,Manchester City,2019,4,308,1,1,0,5,7,5,3,79.1,0,0,4,7.51
P10,Eduardo Carvajal Bedoya,20,96440958,MCO,T62,Manchester City,2020,21,1261,3,4,4,10,19,17,8,82.2,2,0,5,5.79
P10,Eduardo Carvajal Bedoya,21,96440958,MCO,T62,Manchester City,2021,35,2355,6,7,13,11,48,27,11,82.3,5,0,4,5.4
P10,Eduardo Carvajal Bedoya,22,96440958,MCO,T9,Manchester City,2022,26,1270,2,5,5,14,19,21,13,77.9,2,0,9,8.38
P10,Eduardo Carvajal Bedoya,23,96440958,MCO,T73,Barcelona,2023,45,2637,10,5,18,24,66,43,16,87.5,1,0,2,6.23
P10,Eduardo Carvajal Bedoya,24,96440958,MCO,T73,Barcelona,2024,50,2677,1,4,17,27,59,40,16,86.4,2,0,0,8.1
P10,Eduardo Carvajal Bedoya,25,96440958,MCO,T73,Manchester City,2025,45,2661,2,6,12,27,40,35,12,79.9,5,0,2,7.61
P11,Daniel Alejandro Ramírez López,21,42428850,MCD,T17,Sporting Club,2024,22,1480,2,1,3,52,7,4,0,84.6,4,0,8,8.36
P11,Daniel Alejandro Ramírez López,22,42428850,MCD,T97,PSG,2025,36,2579,3,2,7,83,9,7,2,92.0,1,0,5,9.68
P12,Andrés Monroy Camargo,17,21286814,GK,T65,Dortmund,2022,9,342,0,0,0,4,0,0,0,81.2,0,0,0,6.33
P12,Andrés Monroy Camargo,18,21286814,GK,T65,Dortmund,2023,24,919,0,0,0,8,0,0,0,73.0,1,0,0,9.4
P12,Andrés Monroy Camargo,19,21286814,GK,T65,Dortmund,2024,21,1350,0,0,0,16,0,0,0,76.0,3,0,2,6.85
P12,Andrés Monroy Camargo,20,21286814,GK,T70,Arsenal,2025,31,2163,0,0,0,29,0,0,0,83.9,2,0,3,8.52
P13,Alejandro Ruiz,16,43632870,RW,T84,Inter de Milán,2021,3,68,1,1,0,1,1,1,0,79.2,0,0,0,7.77
P13,Alejandro Ruiz,17,43632870,RW,T84,Inter de Milán,2022,7,346,2,0,2,4,4,10,7,76.4,1,0,0,5.52
P13,Alejandro Ruiz,18,43632870,RW,T84,Inter de Milán,2023,19,1013,4,2,7,7,16,22,9,69.8,3,0,0,6.32
P13,Alejandro Ruiz,19,43632870,RW,T84,Inter de Milán,2024,18,1195,9,4,2,3,21,20,9,73.1,0,0,3,8.71
P13,Alejandro Ruiz,20,43632870,RW,T78,Liverpool,2025,27,2334,8,7,11,13,33,48,26,70.2,5,0,4,6.05
P14,Ferney Contreras Mendoza,20,26839240,MC,T88,Dortmund,2023,35,2609,4,4,4,44,46,17,5,79.9,6,0,3,6.26
P14,Ferney Contreras Mendoza,21,26839240,MC,T88,Dortmund,2024,24,1983,1,7,2,27,11,18,7,80.1,2,0,7,5.25
P14,Ferney Contreras Mendoza,22,26839240,MC,T88,Dortmund,2025,16,1291,3,4,4,19,17,15,6,84.0,0,0,13,9.15
P15,Armando Jorge Murcia,18,10232790,GK,T43,Real Madrid,2025,21,811,0,0,0,9,0,0,0,81.8,1,0,0,6.31
P16,Stiven Muñoz Arteaga,16,75284767,MCO,T89,Napoli,2019,9,241,0,0,2,4,3,2,0,81.0,1,0,0,9.52
P16,Stiven Muñoz Arteaga,17,75284767,MCO,T89,Napoli,2020,2,115,0,2,0,2,2,2,1,85.6,0,0,0,9.17
P16,Stiven Muñoz Arteaga,18,75284767,MCO,T89,Napoli,2021,22,1099,0,3,1,11,15,14,6,77.2,1,0,0,5.74
P16,Stiven Muñoz Arteaga,19,75284767,MCO,T47,Liverpool,2022,31,1839,5,4,12,17,40,25,10,83.3,0,0,1,9.49
P16,Stiven Muñoz Arteaga,20,75284767,MCO,T47,Liverpool,2023,24,1172,0,3,7,9,30,17,6,86.7,1,1,5,9.3
P16,Stiven Muñoz Arteaga,21,75284767,MCO,T47,Liverpool,2024,24,1626,2,3,8,19,33,26,12,80.0,3,0,7,6.05
P16,Stiven Muñoz Arteaga,22,75284767,MCO,T46,Barcelona,2025,28,1260,1,1,2,6,29,16,8,88.4,2,0,8,8.9
P17,Pablo César Quiroz Vargas,17,66439099,LW,T96,Manchester City,2015,10,398,0,4,2,1,5,7,2,72.6,0,0,0,9.88
P17,Pablo César Quiroz Vargas,18,66439099,LW,T96,Manchester City,2016,14,582,1,1,1,5,10,13,8,78.2,1,0,0,9.41
P17,Pablo César Quiroz Vargas,19,66439099,LW,T43,Milan,2017,38,2194,5,6,14,14,45,44,17,72.8,2,0,1,8.91
P17,Pablo César Quiroz Vargas,20,66439099,LW,T95,Chelsea,2018,23,1646,3,6,7,5,29,30,15,78.6,0,0,5,9.05
P17,Pablo César Quiroz Vargas,21,66439099,LW,T90,Inter de Milán,2019,21,1100,6,4,4,9,17,29,11,82.1,2,0,8,5.54
P17,Pablo César Quiroz Vargas,22,66439099,LW,T90,Inter de Milán,2020,28,2369,8,9,13,14,37,36,11,71.1,6,0,8,9.29
P17,Pablo César Quiroz Vargas,23,66439099,LW,T59,Arsenal,2021,49,4000,7,10,20,29,74,82,31,78.4,9,0,0,6.75
P17,Pablo César Quiroz Vargas,24,66439099,LW,T59,Arsenal,2022,49,3950,9,14,15,26,75,81,40,80.9,5,0,0,9.36
P17,Pablo César Quiroz Vargas,25,66439099,LW,T25,Chelsea,2023,50,4271,12,11,19,38,78,87,40,79.4,5,0,0,6.99
P17,Pablo César Quiroz Vargas,26,66439099,LW,T99,Barcelona,2024,47,3503,10,8,16,20,53,63,36,69.2,3,0,1,6.4
P17,Pablo César Quiroz Vargas,27,66439099,LW,T99,Barcelona,2025,46,2594,6,7,7,17,45,54,28,71.4,4,0,2,7.0
P18,Hernando Ángel Henao,17,96608739,DC,T5,Liverpool,2014,12,472,4,0,1,0,7,13,6,75.9,0,0,0,5.54
P18,Hernando Ángel Henao,18,96608739,DC,T41,Milan,2015,6,225,0,2,2,1,3,4,1,67.1,0,0,0,7.18
P18,Hernando Ángel Henao,19,96608739,DC,T41,Milan,2016,24,1931,6,3,6,9,23,53,25,70.1,0,0,2,5.58
P18,Hernando Ángel Henao,20,96608739,DC,T41,Milan,2017,32,2081,4,4,5,8,18,55,28,76.9,2,0,3,5.95
P18,Hernando Ángel Henao,21,96608739,DC,T1,Sporting Club,2018,31,2520,9,9,11,7,28,75,35,65.6,2,0,5,7.6
P18,Hernando Ángel Henao,22,96608739,DC,T1,Sporting Club,2019,37,2977,6,9,8,11,31,73,40,73.1,4,0,5,8.43
P18,Hernando Ángel Henao,23,96608739,DC,T1,Sporting Club,2020,39,2675,11,5,5,10,22,78,35,71.9,4,0,5,8.69
P18,Hernando Ángel Henao,24,96608739,DC,T9,Sporting Club,2021,31,1484,9,5,8,5,19,41,19,67.5,1,0,9,9.74
P18,Hernando Ángel Henao,25,96608739,DC,T9,Sporting Club,2022,29,2406,14,3,8,6,31,65,34,63.9,7,0,10,8.12
P18,Hernando Ángel Henao,26,96608739,DC,T9,Sporting Club,2023,50,3624,15,12,16,22,53,103,57,76.5,2,0,0,5.62
P18,Hernando Ángel Henao,27,96608739,DC,T9,Sporting Club,2024,50,2869,20,5,14,5,41,70,32,72.0,1,0,0,7.54
P18,Hernando Ángel Henao,28,96608739,DC,T9,Sporting Club,2025,46,2070,4,6,2,6,19,69,31,75.3,2,0,2,6.63
P19,Fernando Enrique Giraldo,19,23329446,MCD,T17,Atletico de Madrid,2016,19,1088,0,0,2,28,5,2,0,77.1,3,0,3,6.9
P19,Fernando Enrique Giraldo,20,23329446,MCD,T17,Atletico de Madrid,2017,21,1410,0,0,0,41,10,9,4,88.3,3,0,5,5.87
P19,Fernando Enrique Giraldo,21,23329446,MCD,T17,Atletico de Madrid,2018,35,1787,0,3,3,54,7,8,3,81.9,2,0,4,7.03
P19,Fernando Enrique Giraldo,22,23329446,MCD,T17,Atletico de Madrid,2019,18,1114,0,0,0,32,1,4,1,90.6,2,0,12,6.52
P19,Fernando Enrique Giraldo,23,23329446,MCD,T75,Inter de Milán,2020,41,2554,5,0,1,66,12,6,0,83.9,3,0,4,8.03
P19,Fernando Enrique Giraldo,24,23329446,MCD,T57,Benfica,2021,49,2631,0,4,7,68,11,6,3,88.4,3,0,0,8.38
P19,Fernando Enrique Giraldo,25,23329446,MCD,T57,Benfica,2022,50,3226,0,1,1,95,19,11,4,78.3,4,0,0,8.97
P19,Fernando Enrique Giraldo,26,23329446,MCD,T57,Benfica,2023,50,3974,0,0,5,112,19,8,0,80.4,7,0,0,8.68
P19,Fernando Enrique Giraldo,27,23329446,MCD,T57,Benfica,2024,45,2889,2,1,4,68,23,11,1,83.3,5,0,2,6.42
P19,Fernando Enrique Giraldo,28,23329446,MCD,T57,Benfica,2025,32,1969,1,0,4,52,10,10,3,77.6,2,0,9,8.1
P20,Carlos Jhon Bermúdez,18,40696835,LD,T19,Dortmund,2016,34,1797,0,1,6,59,25,9,6,77.3,2,0,0,5.12
P20,Carlos Jhon Bermúdez,19,40696835,LD,T79,Benfica,2017,17,941,0,0,2,45,8,10,2,83.2,0,0,3,9.25
P20,Carlos Jhon Bermúdez,20,40696835,LD,T81,Sporting Club,2018,22,1191,0,0,3,40,5,5,1,80.6,0,0,5,7.88
P20,Carlos Jhon Bermúdez,21,40696835,LD,T81,Sporting Club,2019,38,2223,2,0,3,71,12,9,3,82.4,2,0,3,6.92
P20,Carlos Jhon Bermúdez,22,40696835,LD,T84,Bayern Múnich,2020,27,1362,1,2,9,46,18,4,1,84.7,1,0,9,8.44
P20,Carlos Jhon Bermúdez,23,40696835,LD,T84,Bayern Múnich,2021,35,2112,1,3,5,75,13,12,6,74.5,3,0,7,9.3
P20,Carlos Jhon Bermúdez,24,40696835,LD,T84,Bayern Múnich,2022,23,1348,0,1,4,42,13,5,2,85.5,2,0,13,8.89
P20,Carlos Jhon Bermúdez,25,40696835,LD,T90,Inter de Milán,2023,49,3665,0,0,7,130,26,16,2,74.1,5,0,0,7.59
P20,Carlos Jhon Bermúdez,26,40696835,LD,T16,Dortmund,2024,50,3485,2,4,6,118,30,12,1,74.0,2,0,0,7.28
P20,Carlos Jhon Bermúdez,27,40696835,LD,T16,Dortmund,2025,50,4302,0,9,11,133,33,25,5,82.4,6,0,0,8.34
P21,John Castro Díaz,23,64692468,DC,T41,Manchester City,2025,36,1714,7,3,5,8,19,48,17,68.6,5,0,7,8.6
P22,José James Soto Rodríguez,18,79212529,DC,T71,Sporting Club,2020,36,1622,10,3,3,10,21,38,21,67.7,1,0,0,7.37
P22,José James Soto Rodríguez,19,79212529,DC,T82,Dortmund,2021,11,517,2,3,0,1,3,11,3,67.3,0,0,3,6.39
P22,José James Soto Rodríguez,20,79212529,DC,T82,Dortmund,2022,24,1559,7,6,5,5,24,41,20,74.4,1,0,5,7.42
P22,José James Soto Rodríguez,21,79212529,DC,T10,Benfica,2023,22,1715,6,7,5,8,23,48,20,64.6,0,0,8,8.57
P22,José James Soto Rodríguez,22,79212529,DC,T41,PSG,2024,36,2733,12,10,9,8,28,83,33,62.0,8,0,5,9.47
P22,José James Soto Rodríguez,23,79212529,DC,T30,Bayern Múnich,2025,50,3482,14,6,14,16,51,104,39,72.9,9,0,0,6.92
P23,Javier Narváez López,17,92780191,LI,T60,Atletico de Madrid,2014,16,493,0,0,2,12,4,4,0,70.6,0,0,0,7.08
P23,Javier Narváez López,18,92780191,LI,T50,Sporting Club,2015,31,1249,0,1,0,43,4,6,2,81.6,2,0,0,9.52
P23,Javier Narváez López,19,92780191,LI,T50,Sporting Club,2016,18,1382,0,1,3,51,11,9,2,81.8,2,0,3,8.48
P23,Javier Narváez López,20,92780191,LI,T50,Sporting Club,2017,22,1305,0,0,5,42,10,10,1,82.6,3,0,5,8.83
P23,Javier Narváez López,21,92780191,LI,T46,Real Madrid,2018,33,2166,0,2,5,81,23,9,1,82.9,6,0,5,6.49
P23,Javier Narváez López,22,92780191,LI,T54,Napoli,2019,27,1473,0,1,0,51,8,7,1,79.4,1,0,9,7.69
P23,Javier Narváez López,23,92780191,LI,T54,Napoli,2020,23,1798,0,3,0,56,6,9,3,77.4,2,0,13,9.0
P23,Javier Narváez López,24,92780191,LI,T54,Napoli,2021,41,2313,2,2,3,85,19,14,5,82.7,1,0,4,7.44
P23,Javier Narváez López,25,92780191,LI,T4,Benfica,2022,47,3226,1,6,4,120,25,12,2,83.6,2,0,1,6.94
P23,Javier Narváez López,26,92780191,LI,T4,Benfica,2023,39,2026,0,2,2,74,13,10,2,76.1,4,0,5,8.99
P23,Javier Narváez López,27,92780191,LI,T4,Benfica,2024,50,2724,3,3,5,100,21,20,6,75.8,2,1,0,9.2
P23,Javier Narváez López,28,92780191,LI,T4,Benfica,2025,47,2767,1,3,4,84,13,10,2,82.6,5,0,1,9.9
P24,Juan Arenas Arias,25,19341906,DC,T51,Real Madrid,2022,36,2730,17,4,10,12,35,70,33,71.4,4,0,7,5.42
P24,Juan Arenas Arias,26,19341906,DC,T60,Arsenal,2023,50,2900,9,8,4,5,25,72,34,70.8,3,0,0,5.91
P24,Juan Arenas Arias,27,19341906,DC,T28,PSG,2024,50,3368,12,11,15,9,52,112,54,69.5,1,0,0,7.27
P24,Juan Arenas Arias,28,19341906,DC,T49,Napoli,2025,50,3050,11,9,9,18,50,90,40,69.7,1,0,0,6.39
P25,David González Sánchez,16,07260087,LW,T11,Liverpool,2020,8,326,1,1,0,3,6,5,3,67.6,0,0,0,5.26
P25,David González Sánchez,17,07260087,LW,T11,Liverpool,2021,28,1147,2,1,8,6,24,19,10,84.8,1,0,0,6.12
P25,David González Sánchez,18,07260087,LW,T6,Chelsea,2022,19,557,2,3,3,3,6,6,1,66.4,1,0,0,8.77
P25,David González Sánchez,19,07260087,LW,T6,Chelsea,2023,29,1641,3,1,7,14,28,27,15,80.6,2,0,2,6.0
P25,David González Sánchez,20,07260087,LW,T31,Bayern Múnich,2024,45,3311,8,7,12,29,57,69,30,69.2,4,0,1,5.63
P25,David González Sánchez,21,07260087,LW,T31,Bayern Múnich,2025,28,1887,6,7,13,13,44,36,13,70.5,3,0,6,7.82
P26,Fernando Camilo Acevedo,18,51310226,DFC,T96,Manchester City,2017,1,34,0,0,0,5,0,0,0,85.2,0,0,0,8.59
P26,Fernando Camilo Acevedo,19,51310226,DFC,T96,Manchester City,2018,28,2146,1,0,1,106,6,3,0,81.3,2,0,2,5.82
P26,Fernando Camilo Acevedo,20,51310226,DFC,T4,Manchester City,2019,29,2393,0,0,2,134,3,8,6,83.3,3,0,4,9.64
P26,Fernando Camilo Acevedo,21,51310226,DFC,T4,Manchester City,2020,32,1963,1,1,0,112,1,3,1,84.3,2,0,5,9.54
P26,Fernando Camilo Acevedo,22,51310226,DFC,T26,Milan,2021,43,3356,0,1,4,197,7,5,0,79.5,3,0,2,5.38
P26,Fernando Camilo Acevedo,23,51310226,DFC,T26,Milan,2022,38,3111,0,1,0,176,2,7,2,84.9,1,0,6,8.14
P26,Fernando Camilo Acevedo,24,51310226,DFC,T39,Inter de Milán,2023,48,2659,0,0,0,134,2,1,0,78.4,0,0,1,9.25
P26,Fernando Camilo Acevedo,25,51310226,DFC,T39,Inter de Milán,2024,38,2141,1,0,0,121,4,5,1,80.5,1,0,6,5.61
P26,Fernando Camilo Acevedo,26,51310226,DFC,T39,Inter de Milán,2025,50,3091,0,0,1,149,2,8,3,86.2,2,0,0,8.91
P27,Jesús Pérez,21,12988912,MC,T44,Chelsea,2023,20,1239,2,0,4,21,13,4,2,82.2,0,0,9,5.06
P27,Jesús Pérez,22,12988912,MC,T14,Benfica,2024,26,1701,4,3,4,24,22,10,4,84.0,5,0,9,7.17
P27,Jesús Pérez,23,12988912,MC,T59,Napoli,2025,40,2507,1,4,8,36,30,27,10,86.4,2,0,5,8.54
P28,Juan Leonardo Castro,20,60900510,LW,T94,Bayern Múnich,2021,22,1208,3,5,4,7,20,33,18,81.9,2,0,5,9.6
P28,Juan Leonardo Castro,21,60900510,LW,T94,Bayern Múnich,2022,28,1964,1,2,15,15,32,37,18,71.8,5,0,6,7.32
P28,Juan Leonardo Castro,22,60900510,LW,T94,Bayern Múnich,2023,27,1989,3,2,16,11,41,43,20,77.1,2,0,9,7.96
P28,Juan Leonardo Castro,23,60900510,LW,T12,Dortmund,2024,43,2483,6,8,12,14,45,55,22,73.0,3,0,3,6.39
P28,Juan Leonardo Castro,24,60900510,LW,T60,Inter de Milán,2025,45,2632,7,6,10,11,43,64,32,76.7,1,0,2,7.85
P29,Carlos González,21,91640084,LW,T46,Dortmund,2020,30,2541,11,5,10,12,41,67,32,67.8,3,0,6,8.99
P29,Carlos González,22,91640084,LW,T77,Napoli,2021,41,2810,5,9,10,11,47,48,22,78.6,5,0,3,8.51
P29,Carlos González,23,91640084,LW,T67,Real Madrid,2022,44,3032,6,6,12,26,46,57,26,78.1,1,0,3,9.74
P29,Carlos González,24,91640084,LW,T53,Milan,2023,45,2569,6,4,9,22,46,54,21,79.8,2,0,2,7.44
P29,Carlos González,25,91640084,LW,T53,Milan,2024,50,3080,8,8,16,19,55,56,24,80.8,2,0,0,8.45
P29,Carlos González,26,91640084,LW,T53,Milan,2025,44,2555,7,10,6,20,38,52,25,79.7,2,0,3,7.45
P30,Ever Medina,19,22409252,GK,T38,Barcelona,2016,19,1348,0,1,0,17,0,0,0,84.9,5,0,3,6.53
P30,Ever Medina,20,22409252,GK,T38,Barcelona,2017,23,1345,0,0,0,9,0,0,0,80.1,0,0,5,7.37
P30,Ever Medina,21,22409252,GK,T38,Barcelona,2018,21,1610,0,0,0,13,0,0,0,78.7,3,0,8,7.13
